number,F_C,code_LWJ,last name,last name1,first name,name,string,line,sex,son-in-law,Gov._Exam,Grade,occupational_title,grade2,New_Grade,place of family origin,Final_place of family origin,Final_period,Birth_Year,Death_Year,Date_OT,father,grand_f,great_grand_f,great_great_grand_f,father_of_m,grand_father_of_mother,great_grand_father_of_mother,spouse1_familyname,spouse1_place of family origin,son_by_spouse1,daughter_by_spouse1,father_spouse1,grand_father_spouse1,great_grand_father_spouse1,father_of_mother_spouse1,grand_of_mother_spouse1,great_grand_father_of_mother_spouse1,spouse2_familyname,spouse2_place of family origin,son_by_spouse2,daughter_by_spouse2,father_spouse2,grand_father_spouse2,great_grand_father_spouse2,father_of_mother_spouse2,grand_mother_spouse2,great_grand_mother_spouse2,spouse3_familyname,spouse3_place of family origin,son_by_spouse3,daughter_by_spouse3,father_spouse3,grand_father_spouse3,great_grand_father_spouse3,mother_spouse3,grand_mother_spouse3,great_grand_mother_spouse3,spouse4_familyname,spouse4_place of family origin,son_by_spouse4,daughter_by_spouse4,father_spouse4,grand_father_spouse4,great_grand_father_spouse4,mother_spouse4,grand_mother_spouse4,great_grand_mother_spouse4,note,1g,2g,3g,4g,5g,6g,7g,8g,9g,10g,11g,12g,13g,14g,15g,16g,17g,18g,19g,20g,21g,22g,line,sex,son-in-law,period,generation,duplicates,q,last,When Last,q,q
8296,8279,8003,無,0,女夫,女夫,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 8 2 3 1,0,1,1,,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,8,2,3,1,,,,,1,1,1,13,18,,37,1,18,0,0
8297,8280,8005,홍,19,의로,홍의로,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 9 1,0,1,1,,0,상호군,3,,남양,남양,10,,,,홍이,홍사우,홍언박,홍융,김광리,,,염,서원,1,1,변,변계흠,변효문,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,9,1,,,,,,,1,1,1,11,16,,33,1,16,0,0
8298,8281,8006,한,17,계복,한계복,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 9 2,0,1,1,,7,군사,5,,청주,청주,10,,,,한휴,한방신,한악,한사기,권호,권렴,권준,염,서원,4,2,염정수,염제신,염세충,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,9,2,,,,,,,1,1,1,11,16,,33,1,16,0,0
8299,8282,8007,민,7,보문,민보문,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 9 3,0,1,1,,0,소윤,4,,여흥,여흥,10,,,,,,,,염정수,염제신,염세충,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,9,3,,,,,,,1,1,1,11,16,,33,,17,1,0
8300,8283,8008,허,18,눌,허눌,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 9 3 1,0,1,1,,7,소윤,4,,하양,하양,11,,,,허조,허귀룡,,,박경,,,민,여흥,4,4,민보문,,,염,염정수,염제신,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,9,3,1,,,,,,1,1,1,12,17,,35,1,17,0,0
8301,8284,8009,박,3,경신,박경신,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 9 3 2,0,1,1,,0,호군,4,,,,11,,,,,,,,,,,민,여흥,,,염,염정수,염제신,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,9,3,2,,,,,,1,1,1,12,17,,35,1,17,1,0
8302,8285,8010,민,7,성,성,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 9 3 3,1,0,0,,0,,,,여흥,여흥,11,,,,민보문,,,,염정수,염제신,염세충,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,9,3,3,,,,,,1,0,0,12,17,,35,1,17,0,0
8303,8286,8011,김,2,달검,김달검,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 9 3 4,1,1,1,,0,현감,6,,,,11,,,,,,,,,,,민,여흥,,,김달검,,,염,염정수,염제신,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,9,3,4,,,,,,1,1,1,12,17,,35,1,17,0,0
8304,8287,8012,구,25,문신,구문신,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 9 3 5,0,1,1,,6,능원군,2,,능성,능성,11,1415,1485,,구서,,,,전오돈,,,민,여흥,1,3,민보문,,,염,염정수,염제신,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,9,3,5,,,,,,1,1,1,12,17,,35,1,17,0,0
8305,8288,7535,염,48,홍도,홍도,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 10 1,0,0,0,,7,사직,5,,서원,서원,10,,,,변,변계흠,변효문,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,10,1,,,,,,,1,0,0,11,16,,34,,18,1,0
8306,8289,7536,김,2,보산,김보산,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 10 1 1,1,1,1,,5,호군,4,,,,11,,,,,,,,,,,염,서원,4,,염홍도,염,변,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,10,1,1,,,,,,1,1,1,12,17,,36,,18,1,0
8307,8290,7537,김,2,귀통,귀통,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 10 1 1 1,1,0,0,,5,충순,6,,,,12,,,,김보산,,,,염홍도,염,변,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,10,1,1,1,,,,,1,0,0,13,18,,38,1,18,0,0
8308,8291,7538,김,2,계통,계통,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 10 1 1 2,1,0,0,,1,충순,6,,,,12,,,,김보산,,,,염홍도,염,변,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,10,1,1,2,,,,,1,0,0,13,18,,38,1,18,0,0
8309,8292,7539,김,2,옥통,옥통,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 10 1 1 3,0,0,0,,5,갑사,13,,,,12,,,,김보산,,,,염홍도,염,변,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,10,1,1,3,,,,,1,0,0,13,18,,38,1,18,0,0
8310,8293,7540,김,2,종통,종통,a 1 1 1 1 1 1 1 1 1 4 1 1 1 4 10 1 1 4,1,0,0,,0,충순,6,,,,12,,,,김보산,,,,염홍도,염,변,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,4,10,1,1,4,,,,,1,0,0,13,18,,38,1,18,0,0
8311,8294,8015,최,15,녕,녕,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1,1,0,0,,0,지수주사,6,,전주,전주,10,,,,최을의,,,,박경,박충좌,박장,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,,,,,,,1,0,0,11,16,,33,,19,0,0
8312,8295,8016,윤,54,창,윤창,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 1,1,1,1,,0,,,,,,11,,,,,,,,,,,최,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,1,,,,,,1,1,1,12,17,,35,1,17,0,0
8313,8296,8017,강,21,회중,강회중,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 2,1,1,1,문과,7,관찰사,2,,진주,진주,11,,,1382,강시,강군보,강창귀,,,,,남,,1,,,,,,,,최,전주,1,,최녕,최을의,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,2,,,,,,1,1,1,12,17,,35,1,17,0,0
8314,8297,8018,정,12,지하,정지하,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3,0,1,1,,0,장령,4,,,,11,,,,,,,,,,,최,,,3,최녕,최을의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,,,,,,1,1,1,12,17,,35,,19,1,0
8315,8298,8019,이,4,효림,이효림,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 1,0,1,1,,1,,,,,,12,,,,,,,,,,,정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,1,,,,,1,1,1,13,18,,37,1,18,0,0
8316,8299,8020,정,12,상우,상우,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 2,0,0,0,,0,생원,11,,,,12,,,,정지하,,,,최녕,최을의,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,2,,,,,1,0,0,13,18,,37,,19,0,0
8317,8300,8021,정,12,승경,승경,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 2 1,1,0,0,,0,,,,,,13,,,,정상우,정지하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,2,1,,,,1,0,0,14,19,,39,1,19,0,0
8318,8301,8022,정,12,승순,승순,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 2 2,0,0,0,,0,,,,,,13,,,,정상우,정지하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,2,2,,,,1,0,0,14,19,,39,1,19,0,0
8319,8302,8023,변,34,처관,변처관,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 2 3,0,1,1,,0,소윤,4,,원주,원주,13,,,,변극충,변현,,,,,,정,광주,1,2,정조우,정지하,,강,강진덕,강회백,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,2,3,,,,1,1,1,14,19,,39,1,19,0,0
8320,8303,8024,정,12,연,연,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 2 4,0,0,0,,7,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"검색안됨, 기록없음",1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,2,4,,,,1,0,0,14,19,,39,1,19,0,0
8321,8304,8025,정,12,종우,종우,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 3,0,0,0,,6,군수,4,,광주,광주,12,,,,정지하,,,,최녕,최을의,,윤,파평,1,1,윤희제,,,홍,홍잠,홍개도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,3,,,,,1,0,0,13,18,,37,,19,1,0
8322,8305,8026,정,12,준,준,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 3 1,1,0,0,,8,판관,5,,광주,광주,13,,,,정종우,,,,윤희제,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,3,1,,,,1,0,0,14,19,,39,1,19,1,0
8323,8306,8027,無,0,폭,폭,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 3 2,0,1,1,,1,운림도정,3,,전주,전주,13,,,,,,,,,,,정,광주,1,,정종우,,,윤,윤희제,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,3,2,,,,1,1,1,14,19,,39,1,19,1,0
8324,8307,8028,정,12,계우,계우,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 4,0,0,0,,5,사정,7,,광주,광주,12,,,,,,,,,,,윤,무송,2,2,윤경원,,,안,안종렴,안원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,4,,,,,1,0,0,13,18,,37,,19,0,0
8325,8308,8029,정,12,윤공,윤공,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 4 1,0,0,0,,0,주부,6,,광주,광주,13,,,,정계우,,,,윤경원,,,이,전주,4,1,이농,이방원,이성계,허,허지혜,허천규,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,4,1,,,,1,0,0,14,19,,39,1,19,0,0
8326,8309,8030,강,21,윤범,강윤범,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 4 2,0,1,1,,0,감사,2,,진주,진주,13,,,,강맹경,강우덕,강회백,강시,윤수미,윤보로,,정,,1,,정계우,,,윤,윤경원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,4,2,,,,1,1,1,14,19,,39,1,19,0,0
8327,8310,8031,정,12,적,적,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 4 3,0,0,0,,0,,,,광주,광주,13,,,,정계우,,,,윤경원,,,신,고령,2,2,신자강,,,유,유번,유징,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,4,3,,,,1,0,0,14,19,,39,1,19,0,0
8328,8311,8032,無,0,女夫,女夫,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 4 4,0,1,1,,6,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,4,4,,,,1,1,1,14,19,,39,1,19,0,0
8329,8312,8033,정,12,찬우,찬우,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 5,0,0,0,,3,,,,광주,광주,12,,,,,,,,,,,정,동래,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,5,,,,,1,0,0,13,18,,37,,19,1,0
8330,8313,8034,정,12,순인,순인,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 5 1,0,0,0,,0,봉사,8,,광주,광주,13,,,,정찬우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,5,1,,,,1,0,0,14,19,,39,1,19,0,0
8331,8314,8035,無,0,준,준,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 5 2,0,1,1,,0,,,,,,13,,,,,,,,,,,정,,,,정찬우,,,정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,5,2,,,,1,1,1,14,19,,39,1,19,0,0
8332,8315,8036,無,0,女夫,女夫,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 5 3,0,1,1,,1,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,5,3,,,,1,1,1,14,19,,39,1,19,0,0
8333,8316,8037,정,12,인인,인인,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 5 4,0,0,0,문과,0,목사,3,,광주,광주,13,,1504,1498,정찬우,,,,,,,이,아주,1,,이귀남,이염의,이원항,이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,5,4,,,,1,0,0,14,19,,39,1,19,0,0
8334,8317,8038,정,12,子,子,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 3 5 5,0,0,0,,0,,,,광주,광주,13,,,,정찬우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,5,5,,,,1,0,0,14,19,,39,1,19,0,0
8335,8318,8039,민,7,미로,민미로,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 1 4,0,1,1,,0,군수,4,,여흥,여흥,11,,,,,,,,,,,홍,,,,,,,,,,최,전주,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,4,,,,,,1,1,1,12,17,,35,1,17,0,0
8336,8319,8040,최,15,선,선,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 2,0,0,0,,0,내섬윤,30,,전주,전주,10,,,,최을의,,,,박경,박충좌,박장,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,2,,,,,,,1,0,0,11,16,,33,,19,0,0
8337,8320,8041,허,18,추,허추,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 2 1,0,1,1,,0,경력,4,,양천,양천,11,,,,허기,허금,허경,허백,왕중귀,왕후,왕장,최,전주,3,7,최선,최을의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,2,1,,,,,,1,1,1,12,17,,35,1,17,0,0
8338,8321,8042,최,15,수,수,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 2 2,0,0,0,,0,,,,전주,전주,11,,,,최선,최을의,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,2,2,,,,,,1,0,0,12,17,,35,,19,0,0
8339,8322,8043,최,15,경,경,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 2 2 1,0,0,0,,0,,,,전주,전주,12,,,,최수,최선,최을의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,2,2,1,,,,,1,0,0,13,18,,37,1,18,0,0
8340,8323,8044,이,4,도평군,도평군,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 2 2 2,0,1,1,,0,도평군,25,2,전주,전주,12,,,,,,,,,,,이,용인,1,,이수강,이백지,,홍,홍령,홍상부,최,,,,최선,최을의,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,2,2,2,,,,,1,1,1,13,18,,37,1,18,0,0
8341,8324,8045,최,15,직,직,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 2 2 3,0,0,0,,5,,,,전주,전주,12,,,,최선,최을의,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,2,2,3,,,,,1,0,0,13,18,,37,,19,0,0
8342,8325,8046,최,15,융,융,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 2 2 3 1,0,0,0,,5,감찰,6,,전주,전주,13,,,,최직,최선,최을의,,,,,권,안동,,,권설,권제,권근,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,2,2,3,1,,,,1,0,0,14,19,,39,1,19,0,0
8343,8326,8047,윤,54,소,윤소,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 2 2 3 2,1,1,1,,0,,,,부장,부장,13,,,,,,,,,,,최,,,,최직,최선,최을의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,2,2,3,2,,,,1,1,1,14,19,,39,1,19,0,0
8344,8327,8048,최,15,유,유,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 2 3,0,0,0,,0,,,,전주,전주,11,,,,최수,최사량,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,2,3,,,,,,1,0,0,12,17,,35,,19,0,0
8345,8328,8049,박,3,서생,박서생,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 2 3 1,0,1,1,음서,4,진사,11,,,,12,,,,박소,박순,,,김이공,,,최,,1,1,최유,최수,최사량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,2,3,1,,,,,1,1,1,13,18,,37,,19,0,0
8346,8329,8050,박,3,자준,자준,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 2 3 1 1,1,0,0,,0,무공랑,7,,,,13,,,,박서생,박소,박순,,최유,최수,최사량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,2,3,1,1,,,,1,0,0,14,19,,39,1,19,0,0
8347,8330,8051,박,3,자걸,자걸,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 2 3 1 2,0,0,0,,5,,,,,,13,,,,박서생,박소,박순,,최유,최수,최사량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,2,3,1,2,,,,1,0,0,14,19,,39,1,19,0,0
8348,8331,8052,최,15,득손,득손,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 2 3 2,0,0,0,,5,찰방,6,종6품 지방관,,,12,,,,최유,최수,최사량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,2,3,2,,,,,1,0,0,13,18,,37,1,18,0,0
8349,8332,8053,최,15,x,x,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 3,0,0,0,문과,6,정언,6,,전주,전주,10,,,1388,최을의,,,,박경,박충좌,박장,안,순흥,2,,안원,안원숭,안목,윤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,3,,,,,,,1,0,0,11,16,,33,,18,0,0
8350,8333,8054,최,15,윤중,윤중,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 3 1,0,0,0,문과,8,군수,4,,전주,전주,11,,,1427,최굉,최을의,,,안원,안원숭,안목,조,순창,,,조경,,,오,오중화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,3,1,,,,,,1,0,0,12,17,,35,1,17,1,0
8351,8334,8055,최,15,윤용,윤용,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 3 2,0,0,0,,0,참의,3,,전주,전주,11,,,,최굉,최을의,,,안원,안원숭,안목,홍,남양,,1,홍의로,홍이,홍사우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,3,2,,,,,,1,0,0,12,17,,35,,18,1,0
8352,8335,8056,박,3,원충,박원충,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 3 2 1,0,1,1,,7,판관,5,,밀양,밀양,12,,,1459,박심문,박강생,박침,,한승순,,,최,전주,3,1,최윤용,최굉,최을의,홍,홍의로,홍이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,3,2,1,,,,,1,1,1,13,18,,37,1,18,0,0
8353,8336,8057,이,4,문간,이문간,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 4,0,1,1,,10,부정,4,,전의,전의,10,,,,이구직,이득영,,,김인관,,,최,전주,,3,최을의,,,박,박경,박충좌,김,안동,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,4,,,,,,,1,1,1,11,16,,33,,19,1,0
8354,8337,8058,남,5,지,남지,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 4 1,0,1,1,,9,우의정,1,,의령,의령,11,,,,,,,,,,,이,전의,4,2,이문간,이구직,이득영,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,4,1,,,,,,1,1,1,12,17,,35,,19,1,0
8355,8338,8059,남,5,륜,륜,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 4 1 1,0,0,0,,0,감사,2,,의령,의령,12,,,,남지,,,,이문간,이구직,이득영,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,4,1,1,,,,,1,0,0,13,18,,37,,19,1,0
8356,8339,8060,남,5,흔,흔,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 4 1 1 1,0,0,0,,0,승지,3,,의령,의령,13,,1492,,남륜,남지,,,,,,이,전주,2,2,이래,이용,이보,권,권온,권복,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,4,1,1,1,,,,1,0,0,14,19,,39,1,19,0,0
8357,8340,8061,남,5,子,子,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 4 1 1 2,0,0,0,,6,부사,3,,의령,의령,13,,,,남륜,남지,,,,,,신,거창,4,1,신승선,신전,신이충,이,이구,이도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,4,1,1,2,,,,1,0,0,14,19,,39,1,19,0,0
8358,8341,8062,남,5,의,의,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 4 1 2,1,0,0,,6,,,,의령,의령,12,,,,남지,,,,이문간,이구직,이득영,이,영천,,,이계몽,,,이,이천,이송,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,4,1,2,,,,,1,0,0,13,18,,37,1,18,1,0
8359,8342,8063,남,5,이,이,a 1 1 1 1 1 1 1 1 1 4 1 1 1 5 1 4 1 3,1,0,0,,0,첨정,4,,의령,의령,12,,,,남지,,,,이문간,이구직,이득영,송,연안,1,,송희경,송구빈,송흥도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,4,1,3,,,,,1,0,0,13,18,,37,,19,1,0
